TIME,MAX,CURRENT,MIN,PERCENT,the_required,count,maxx,new fitting,x
2/7/2021 4:01,1605,1388,1080,58.67%,48.47848898,462,953,43.70814537,13.88
2/7/2021 4:06,1605,1388,1080,58.67%,48.37355719,461,953,43.70814537,13.88
2/7/2021 4:10,1605,1388,1080,58.67%,48.26862539,460,953,43.70814537,13.88
2/7/2021 4:11,1605,1387,1080,58.48%,48.1636936,459,953,43.37212025,13.87
2/7/2021 4:16,1605,1386,1080,58.29%,48.0587618,458,953,43.0362099,13.86
2/7/2021 4:21,1605,1385,1080,58.10%,47.95383001,457,953,42.70042798,13.85
2/7/2021 4:26,1605,1385,1080,58.10%,47.84889822,456,953,42.70042798,13.85
2/7/2021 4:26,1605,1385,1080,58.10%,47.74396642,455,953,42.70042798,13.85
2/7/2021 4:31,1605,1384,1080,57.90%,47.63903463,454,953,42.36478818,13.84
2/7/2021 4:36,1605,1386,1080,58.29%,47.53410283,453,953,43.0362099,13.86
2/7/2021 4:41,1605,1383,1080,57.71%,47.42917104,452,953,42.02930418,13.83
2/7/2021 4:46,1605,1385,1080,58.10%,47.32423924,451,953,42.70042798,13.85
2/7/2021 4:51,1605,1383,1080,57.71%,47.21930745,450,953,42.02930418,13.83
2/7/2021 4:56,1605,1384,1080,57.90%,47.11437566,449,953,42.36478818,13.84
2/7/2021 5:01,1605,1384,1080,57.90%,47.00944386,448,953,42.36478818,13.84
2/7/2021 5:06,1605,1385,1080,58.10%,46.90451207,447,953,42.70042798,13.85
2/7/2021 5:11,1605,1382,1080,57.52%,46.79958027,446,953,41.69398964,13.82
2/7/2021 5:16,1605,1384,1080,57.90%,46.69464848,445,953,42.36478818,13.84
2/7/2021 5:21,1605,1381,1080,57.33%,46.58971668,444,953,41.35885824,13.81
2/7/2021 5:26,1605,1382,1080,57.52%,46.48478489,443,953,41.69398964,13.82
2/7/2021 5:31,1605,1382,1080,57.52%,46.3798531,442,953,41.69398964,13.82
2/7/2021 5:36,1605,1381,1080,57.33%,46.2749213,441,953,41.35885824,13.81
2/7/2021 5:40,1605,1381,1080,57.33%,46.16998951,440,953,41.35885824,13.81
2/7/2021 5:41,1605,1381,1080,57.33%,46.06505771,439,953,41.35885824,13.81
2/7/2021 5:46,1605,1382,1080,57.52%,45.96012592,438,953,41.69398964,13.82
2/7/2021 5:51,1605,1382,1080,57.52%,45.85519412,437,953,41.69398964,13.82
2/7/2021 5:52,1605,1382,1080,57.52%,45.75026233,436,953,41.69398964,13.82
2/7/2021 5:56,1605,1379,1080,56.95%,45.64533054,435,953,40.68919958,13.79
2/7/2021 6:01,1605,1378,1080,56.76%,45.54039874,434,953,40.35469966,13.78
2/7/2021 6:04,1605,1378,1080,56.76%,45.43546695,433,953,40.35469966,13.78
2/7/2021 6:06,1605,1379,1080,56.95%,45.33053515,432,953,40.68919958,13.79
2/7/2021 6:11,1605,1382,1080,57.52%,45.22560336,431,953,41.69398964,13.82
2/7/2021 6:16,1605,1380,1080,57.14%,45.12067156,430,953,41.02392367,13.8
2/7/2021 6:21,1605,1377,1080,56.57%,45.01573977,429,953,40.02043759,13.77
2/7/2021 6:26,1605,1378,1080,56.76%,44.91080797,428,953,40.35469966,13.78
2/7/2021 6:31,1605,1380,1080,57.14%,44.80587618,427,953,41.02392367,13.8
2/7/2021 6:36,1605,1378,1080,56.76%,44.70094439,426,953,40.35469966,13.78
2/7/2021 6:41,1605,1380,1080,57.14%,44.59601259,425,953,41.02392367,13.8
2/7/2021 6:46,1605,1377,1080,56.57%,44.4910808,424,953,40.02043759,13.77
2/7/2021 6:51,1605,1378,1080,56.76%,44.386149,423,953,40.35469966,13.78
2/7/2021 6:56,1605,1376,1080,56.38%,44.28121721,422,953,39.68642703,13.76
2/7/2021 7:00,1605,1376,1080,56.38%,44.17628541,421,953,39.68642703,13.76
2/7/2021 7:01,1605,1376,1080,56.38%,44.07135362,420,953,39.68642703,13.76
2/7/2021 7:06,1605,1375,1080,56.19%,43.96642183,419,953,39.35268167,13.75
2/7/2021 7:11,1605,1376,1080,56.38%,43.86149003,418,953,39.68642703,13.76
2/7/2021 7:14,1605,1376,1080,56.38%,43.75655824,417,953,39.68642703,13.76
2/7/2021 7:16,1605,1375,1080,56.19%,43.65162644,416,953,39.35268167,13.75
2/7/2021 7:21,1605,1376,1080,56.38%,43.54669465,415,953,39.68642703,13.76
2/7/2021 7:26,1605,1376,1080,56.38%,43.44176285,414,953,39.68642703,13.76
2/7/2021 7:27,1605,1376,1080,56.38%,43.33683106,413,953,39.68642703,13.76
2/7/2021 7:31,1605,1376,1080,56.38%,43.23189927,412,953,39.68642703,13.76
2/7/2021 7:36,1605,1376,1080,56.38%,43.12696747,411,953,39.68642703,13.76
2/7/2021 7:41,1605,1376,1080,56.38%,43.02203568,410,953,39.68642703,13.76
2/7/2021 7:46,1605,1375,1080,56.19%,42.91710388,409,953,39.35268167,13.75
2/7/2021 7:47,1605,1375,1080,56.19%,42.81217209,408,953,39.35268167,13.75
2/7/2021 7:51,1605,1375,1080,56.19%,42.70724029,407,953,39.35268167,13.75
2/7/2021 7:53,1605,1375,1080,56.19%,42.6023085,406,953,39.35268167,13.75
2/7/2021 7:56,1605,1375,1080,56.19%,42.49737671,405,953,39.35268167,13.75
2/7/2021 8:01,1605,1373,1080,55.81%,42.39244491,404,953,38.68604122,13.73
2/7/2021 8:04,1605,1373,1080,55.81%,42.28751312,403,953,38.68604122,13.73
2/7/2021 8:06,1605,1374,1080,56.00%,42.18258132,402,953,39.01921517,13.74
2/7/2021 8:11,1605,1374,1080,56.00%,42.07764953,401,953,39.01921517,13.74
2/7/2021 8:16,1605,1374,1080,56.00%,41.97271773,400,953,39.01921517,13.74
2/7/2021 8:16,1605,1375,1080,56.19%,41.86778594,399,953,39.35268167,13.75
2/7/2021 8:21,1605,1374,1080,56.00%,41.76285414,398,953,39.01921517,13.74
2/7/2021 8:26,1605,1372,1080,55.62%,41.65792235,397,953,38.35317349,13.72
2/7/2021 8:31,1605,1374,1080,56.00%,41.55299056,396,953,39.01921517,13.74
2/7/2021 8:36,1605,1371,1080,55.43%,41.44805876,395,953,38.02062565,13.71
2/7/2021 8:38,1605,1371,1080,55.43%,41.34312697,394,953,38.02062565,13.71
2/7/2021 8:41,1605,1372,1080,55.62%,41.23819517,393,953,38.35317349,13.72
2/7/2021 8:46,1605,1373,1080,55.81%,41.13326338,392,953,38.68604122,13.73
2/7/2021 8:48,1605,1373,1080,55.81%,41.02833158,391,953,38.68604122,13.73
2/7/2021 8:51,1605,1373,1080,55.81%,40.92339979,390,953,38.68604122,13.73
2/7/2021 8:56,1605,1374,1080,56.00%,40.818468,389,953,39.01921517,13.74
2/7/2021 9:01,1605,1371,1080,55.43%,40.7135362,388,953,38.02062565,13.71
2/7/2021 9:03,1605,1371,1080,55.43%,40.60860441,387,953,38.02062565,13.71
2/7/2021 9:06,1605,1372,1080,55.62%,40.50367261,386,953,38.35317349,13.72
2/7/2021 9:11,1605,1371,1080,55.43%,40.39874082,385,953,38.02062565,13.71
2/7/2021 9:12,1605,1371,1080,55.43%,40.29380902,384,953,38.02062565,13.71
2/7/2021 9:16,1605,1373,1080,55.81%,40.18887723,383,953,38.68604122,13.73
2/7/2021 9:21,1605,1370,1080,55.24%,40.08394544,382,953,37.68841139,13.7
2/7/2021 9:22,1605,1370,1080,55.24%,39.97901364,381,953,37.68841139,13.7
2/7/2021 9:26,1605,1372,1080,55.62%,39.87408185,380,953,38.35317349,13.72
2/7/2021 9:31,1605,1369,1080,55.05%,39.76915005,379,953,37.35654436,13.69
2/7/2021 9:36,1605,1372,1080,55.62%,39.66421826,378,953,38.35317349,13.72
2/7/2021 9:41,1605,1368,1080,54.86%,39.55928646,377,953,37.02503826,13.68
2/7/2021 9:46,1605,1370,1080,55.24%,39.45435467,376,953,37.68841139,13.7
2/7/2021 9:51,1605,1369,1080,55.05%,39.34942288,375,953,37.35654436,13.69
2/7/2021 9:55,1605,1369,1080,55.05%,39.24449108,374,953,37.35654436,13.69
2/7/2021 9:56,1605,1368,1080,54.86%,39.13955929,373,953,37.02503826,13.68
2/7/2021 10:01,1605,1367,1080,54.67%,39.03462749,372,953,36.69390675,13.67
2/7/2021 10:06,1605,1366,1080,54.48%,38.9296957,371,953,36.36316351,13.66
2/7/2021 10:11,1605,1368,1080,54.86%,38.8247639,370,953,37.02503826,13.68
2/7/2021 10:16,1605,1369,1080,55.05%,38.71983211,369,953,37.35654436,13.69
2/7/2021 10:21,1605,1369,1080,55.05%,38.61490031,368,953,37.35654436,13.69
2/7/2021 10:23,1605,1369,1080,55.05%,38.50996852,367,953,37.35654436,13.69
2/7/2021 10:26,1605,1368,1080,54.86%,38.40503673,366,953,37.02503826,13.68
2/7/2021 10:31,1605,1369,1080,55.05%,38.30010493,365,953,37.35654436,13.69
2/7/2021 10:34,1605,1369,1080,55.05%,38.19517314,364,953,37.35654436,13.69
2/7/2021 10:36,1605,1366,1080,54.48%,38.09024134,363,953,36.36316351,13.66
2/7/2021 10:41,1605,1368,1080,54.86%,37.98530955,362,953,37.02503826,13.68
2/7/2021 10:43,1605,1368,1080,54.86%,37.88037775,361,953,37.02503826,13.68
2/7/2021 10:46,1605,1365,1080,54.29%,37.77544596,360,953,36.03282222,13.65
2/7/2021 10:51,1605,1364,1080,54.10%,37.67051417,359,953,35.70289654,13.64
2/7/2021 10:56,1605,1366,1080,54.48%,37.56558237,358,953,36.36316351,13.66
2/7/2021 11:01,1605,1367,1080,54.67%,37.46065058,357,953,36.69390675,13.67
2/7/2021 11:06,1605,1367,1080,54.67%,37.35571878,356,953,36.69390675,13.67
2/7/2021 11:07,1605,1367,1080,54.67%,37.25078699,355,953,36.69390675,13.67
2/7/2021 11:11,1605,1366,1080,54.48%,37.14585519,354,953,36.36316351,13.66
2/7/2021 11:16,1605,1366,1080,54.48%,37.0409234,353,953,36.36316351,13.66
2/7/2021 11:21,1605,1365,1080,54.29%,36.93599161,352,953,36.03282222,13.65
2/7/2021 11:23,1605,1365,1080,54.29%,36.83105981,351,953,36.03282222,13.65
2/7/2021 11:26,1605,1365,1080,54.29%,36.72612802,350,953,36.03282222,13.65
2/7/2021 11:31,1605,1364,1080,54.10%,36.62119622,349,953,35.70289654,13.64
2/7/2021 11:36,1605,1365,1080,54.29%,36.51626443,348,953,36.03282222,13.65
2/7/2021 11:41,1605,1363,1080,53.90%,36.41133263,347,953,35.37340017,13.63
2/7/2021 11:43,1605,1363,1080,53.90%,36.30640084,346,953,35.37340017,13.63
2/7/2021 11:46,1605,1364,1080,54.10%,36.20146905,345,953,35.70289654,13.64
2/7/2021 11:51,1605,1364,1080,54.10%,36.09653725,344,953,35.70289654,13.64
2/7/2021 11:56,1605,1363,1080,53.90%,35.99160546,343,953,35.37340017,13.63
2/7/2021 12:01,1605,1362,1080,53.71%,35.88667366,342,953,35.04434676,13.62
2/7/2021 12:06,1605,1362,1080,53.71%,35.78174187,341,953,35.04434676,13.62
2/7/2021 12:11,1605,1361,1080,53.52%,35.67681007,340,953,34.71575,13.61
2/7/2021 12:12,1605,1361,1080,53.52%,35.57187828,339,953,34.71575,13.61
2/7/2021 12:16,1605,1362,1080,53.71%,35.46694648,338,953,35.04434676,13.62
2/7/2021 12:21,1605,1362,1080,53.71%,35.36201469,337,953,35.04434676,13.62
2/7/2021 12:23,1605,1362,1080,53.71%,35.2570829,336,953,35.04434676,13.62
2/7/2021 12:26,1605,1362,1080,53.71%,35.1521511,335,953,35.04434676,13.62
2/7/2021 12:31,1605,1362,1080,53.71%,35.04721931,334,953,35.04434676,13.62
2/7/2021 12:36,1605,1361,1080,53.52%,34.94228751,333,953,34.71575,13.61
2/7/2021 12:41,1605,1362,1080,53.71%,34.83735572,332,953,35.04434676,13.62
2/7/2021 12:46,1605,1362,1080,53.71%,34.73242392,331,953,35.04434676,13.62
2/7/2021 12:46,1605,1363,1080,53.90%,34.62749213,330,953,35.37340017,13.63
2/7/2021 12:51,1605,1360,1080,53.33%,34.52256034,329,953,34.38762356,13.6
2/7/2021 12:56,1605,1361,1080,53.52%,34.41762854,328,953,34.71575,13.61
2/7/2021 13:01,1605,1360,1080,53.33%,34.31269675,327,953,34.38762356,13.6
2/7/2021 13:05,1605,1360,1080,53.33%,34.20776495,326,953,34.38762356,13.6
2/7/2021 13:06,1605,1360,1080,53.33%,34.10283316,325,953,34.38762356,13.6
2/7/2021 13:11,1605,1360,1080,53.33%,33.99790136,324,953,34.38762356,13.6
2/7/2021 13:16,1605,1361,1080,53.52%,33.89296957,323,953,34.71575,13.61
2/7/2021 13:21,1605,1362,1080,53.71%,33.78803778,322,953,35.04434676,13.62
2/7/2021 13:26,1605,1359,1080,53.14%,33.68310598,321,953,34.05998111,13.59
2/7/2021 13:31,1605,1360,1080,53.33%,33.57817419,320,953,34.38762356,13.6
2/7/2021 13:36,1605,1360,1080,53.33%,33.47324239,319,953,34.38762356,13.6
2/7/2021 13:41,1605,1359,1080,53.14%,33.3683106,318,953,34.05998111,13.59
2/7/2021 13:42,1605,1359,1080,53.14%,33.2633788,317,953,34.05998111,13.59
2/7/2021 13:46,1605,1360,1080,53.33%,33.15844701,316,953,34.38762356,13.6
2/7/2021 13:51,1605,1358,1080,52.95%,33.05351522,315,953,33.73283634,13.58
2/7/2021 13:56,1605,1359,1080,53.14%,32.94858342,314,953,34.05998111,13.59
2/7/2021 14:01,1605,1357,1080,52.76%,32.84365163,313,953,33.40620292,13.57
2/7/2021 14:06,1605,1359,1080,53.14%,32.73871983,312,953,34.05998111,13.59
2/7/2021 14:11,1605,1359,1080,53.14%,32.63378804,311,953,34.05998111,13.59
2/7/2021 14:11,1605,1358,1080,52.95%,32.52885624,310,953,33.73283634,13.58
2/7/2021 14:16,1605,1359,1080,53.14%,32.42392445,309,953,34.05998111,13.59
2/7/2021 14:21,1605,1359,1080,53.14%,32.31899265,308,953,34.05998111,13.59
2/7/2021 14:26,1605,1359,1080,53.14%,32.21406086,307,953,34.05998111,13.59
2/7/2021 14:31,1605,1359,1080,53.14%,32.10912907,306,953,34.05998111,13.59
2/7/2021 14:32,1605,1359,1080,53.14%,32.00419727,305,953,34.05998111,13.59
2/7/2021 14:36,1605,1358,1080,52.95%,31.89926548,304,953,33.73283634,13.58
2/7/2021 14:41,1605,1358,1080,52.95%,31.79433368,303,953,33.73283634,13.58
2/7/2021 14:44,1605,1358,1080,52.95%,31.68940189,302,953,33.73283634,13.58
2/7/2021 14:46,1605,1357,1080,52.76%,31.58447009,301,953,33.40620292,13.57
2/7/2021 14:51,1605,1359,1080,53.14%,31.4795383,300,953,34.05998111,13.59
2/7/2021 14:56,1605,1357,1080,52.76%,31.37460651,299,953,33.40620292,13.57
2/7/2021 15:01,1605,1358,1080,52.95%,31.26967471,298,953,33.73283634,13.58
2/7/2021 15:02,1605,1358,1080,52.95%,31.16474292,297,953,33.73283634,13.58
2/7/2021 15:06,1605,1356,1080,52.57%,31.05981112,296,953,33.08009452,13.56
2/7/2021 15:11,1605,1357,1080,52.76%,30.95487933,295,953,33.40620292,13.57
2/7/2021 15:12,1605,1357,1080,52.76%,30.84994753,294,953,33.40620292,13.57
2/7/2021 15:16,1605,1355,1080,52.38%,30.74501574,293,953,32.75452481,13.55
2/7/2021 15:21,1605,1357,1080,52.76%,30.64008395,292,953,33.40620292,13.57
2/7/2021 15:23,1605,1357,1080,52.76%,30.53515215,291,953,33.40620292,13.57
2/7/2021 15:26,1605,1355,1080,52.38%,30.43022036,290,953,32.75452481,13.55
2/7/2021 15:31,1605,1357,1080,52.76%,30.32528856,289,953,33.40620292,13.57
2/7/2021 15:36,1605,1355,1080,52.38%,30.22035677,288,953,32.75452481,13.55
2/7/2021 15:41,1605,1353,1080,52.00%,30.11542497,287,953,32.10505619,13.53
2/7/2021 15:46,1605,1356,1080,52.57%,30.01049318,286,953,33.08009452,13.56
2/7/2021 15:51,1605,1355,1080,52.38%,29.90556139,285,953,32.75452481,13.55
2/7/2021 15:56,1605,1355,1080,52.38%,29.80062959,284,953,32.75452481,13.55
2/7/2021 15:59,1605,1355,1080,52.38%,29.6956978,283,953,32.75452481,13.55
2/7/2021 16:01,1605,1353,1080,52.00%,29.590766,282,953,32.10505619,13.53
2/7/2021 16:04,1605,1353,1080,52.00%,29.48583421,281,953,32.10505619,13.53
2/7/2021 16:06,1605,1354,1080,52.19%,29.38090241,280,953,32.42950748,13.54
2/7/2021 16:11,1605,1353,1080,52.00%,29.27597062,279,953,32.10505619,13.53
2/7/2021 16:16,1605,1352,1080,51.81%,29.17103882,278,953,31.78118463,13.52
2/7/2021 16:21,1605,1353,1080,52.00%,29.06610703,277,953,32.10505619,13.53
2/7/2021 16:26,1605,1352,1080,51.81%,28.96117524,276,953,31.78118463,13.52
2/7/2021 16:31,1605,1352,1080,51.81%,28.85624344,275,953,31.78118463,13.52
2/7/2021 16:36,1605,1352,1080,51.81%,28.75131165,274,953,31.78118463,13.52
2/7/2021 16:36,1605,1349,1080,51.24%,28.64637985,273,953,30.81318502,13.49
2/7/2021 16:41,1605,1351,1080,51.62%,28.54144806,272,953,31.45790646,13.51
2/7/2021 16:46,1605,1350,1080,51.43%,28.43651626,271,953,31.13523537,13.5
2/7/2021 16:51,1605,1351,1080,51.62%,28.33158447,270,953,31.45790646,13.51
2/7/2021 16:56,1605,1351,1080,51.62%,28.22665268,269,953,31.45790646,13.51
2/7/2021 17:01,1605,1347,1080,50.86%,28.12172088,268,953,30.17100128,13.47
2/7/2021 17:06,1605,1349,1080,51.24%,28.01678909,267,953,30.81318502,13.49
2/7/2021 17:08,1605,1349,1080,51.24%,27.91185729,266,953,30.81318502,13.49
2/7/2021 17:11,1605,1344,1080,50.29%,27.8069255,265,953,29.21272315,13.44
2/7/2021 17:16,1605,1349,1080,51.24%,27.7019937,264,953,30.81318502,13.49
2/7/2021 17:21,1605,1347,1080,50.86%,27.59706191,263,953,30.17100128,13.47
2/7/2021 17:24,1605,1347,1080,50.86%,27.49213012,262,953,30.17100128,13.47
2/7/2021 17:26,1605,1349,1080,51.24%,27.38719832,261,953,30.81318502,13.49
2/7/2021 17:31,1605,1347,1080,50.86%,27.28226653,260,953,30.17100128,13.47
2/7/2021 17:36,1605,1348,1080,51.05%,27.17733473,259,953,30.4917691,13.48
2/7/2021 17:41,1605,1346,1080,50.67%,27.07240294,258,953,29.85089523,13.46
2/7/2021 17:46,1605,1347,1080,50.86%,26.96747114,257,953,30.17100128,13.47
2/7/2021 17:51,1605,1348,1080,51.05%,26.86253935,256,953,30.4917691,13.48
2/7/2021 17:54,1605,1348,1080,51.05%,26.75760756,255,953,30.4917691,13.48
2/7/2021 17:56,1605,1347,1080,50.86%,26.65267576,254,953,30.17100128,13.47
2/7/2021 18:01,1605,1345,1080,50.48%,26.54774397,253,953,29.53146463,13.45
2/7/2021 18:02,1605,1345,1080,50.48%,26.44281217,252,953,29.53146463,13.45
2/7/2021 18:06,1605,1346,1080,50.67%,26.33788038,251,953,29.85089523,13.46
2/7/2021 18:11,1605,1344,1080,50.29%,26.23294858,250,953,29.21272315,13.44
2/7/2021 18:15,1605,1344,1080,50.29%,26.12801679,249,953,29.21272315,13.44
2/7/2021 18:16,1605,1345,1080,50.48%,26.02308499,248,953,29.53146463,13.45
2/7/2021 18:19,1605,1345,1080,50.48%,25.9181532,247,953,29.53146463,13.45
2/7/2021 18:21,1605,1346,1080,50.67%,25.81322141,246,953,29.85089523,13.46
2/7/2021 18:26,1605,1343,1080,50.10%,25.70828961,245,953,28.89468448,13.43
2/7/2021 18:31,1605,1345,1080,50.48%,25.60335782,244,953,29.53146463,13.45
2/7/2021 18:36,1605,1343,1080,50.10%,25.49842602,243,953,28.89468448,13.43
2/7/2021 18:41,1605,1345,1080,50.48%,25.39349423,242,953,29.53146463,13.45
2/7/2021 18:46,1605,1344,1080,50.29%,25.28856243,241,953,29.21272315,13.44
2/7/2021 18:51,1605,1344,1080,50.29%,25.18363064,240,953,29.21272315,13.44
2/7/2021 18:51,1605,1344,1080,50.29%,25.07869885,239,953,29.21272315,13.44
2/7/2021 18:56,1605,1343,1080,50.10%,24.97376705,238,953,28.89468448,13.43
2/7/2021 19:01,1605,1344,1080,50.29%,24.86883526,237,953,29.21272315,13.44
2/7/2021 19:06,1605,1343,1080,50.10%,24.76390346,236,953,28.89468448,13.43
2/7/2021 19:11,1605,1343,1080,50.10%,24.65897167,235,953,28.89468448,13.43
2/7/2021 19:16,1605,1341,1080,49.71%,24.55403987,234,953,28.26077022,13.41
2/7/2021 19:17,1605,1341,1080,49.71%,24.44910808,233,953,28.26077022,13.41
2/7/2021 19:21,1605,1341,1080,49.71%,24.34417629,232,953,28.26077022,13.41
2/7/2021 19:26,1605,1341,1080,49.71%,24.23924449,231,953,28.26077022,13.41
2/7/2021 19:31,1605,1342,1080,49.90%,24.1343127,230,953,28.57736227,13.42
2/7/2021 19:36,1605,1340,1080,49.52%,24.0293809,229,953,27.94492199,13.4
2/7/2021 19:41,1605,1342,1080,49.90%,23.92444911,228,953,28.57736227,13.42
2/7/2021 19:46,1605,1340,1080,49.52%,23.81951731,227,953,27.94492199,13.4
2/7/2021 19:48,1605,1340,1080,49.52%,23.71458552,226,953,27.94492199,13.4
2/7/2021 19:51,1605,1341,1080,49.71%,23.60965373,225,953,28.26077022,13.41
2/7/2021 19:53,1605,1341,1080,49.71%,23.50472193,224,953,28.26077022,13.41
2/7/2021 19:56,1605,1339,1080,49.33%,23.39979014,223,953,27.62983126,13.39
2/7/2021 20:01,1605,1340,1080,49.52%,23.29485834,222,953,27.94492199,13.4
2/7/2021 20:06,1605,1338,1080,49.14%,23.18992655,221,953,27.31551171,13.38
2/7/2021 20:08,1605,1338,1080,49.14%,23.08499475,220,953,27.31551171,13.38
2/7/2021 20:11,1605,1340,1080,49.52%,22.98006296,219,953,27.94492199,13.4
2/7/2021 20:15,1605,1340,1080,49.52%,22.87513116,218,953,27.94492199,13.4
2/7/2021 20:16,1605,1338,1080,49.14%,22.77019937,217,953,27.31551171,13.38
2/7/2021 20:21,1605,1341,1080,49.71%,22.66526758,216,953,28.26077022,13.41
2/7/2021 20:26,1605,1336,1080,48.76%,22.56033578,215,953,26.68924083,13.36
2/7/2021 20:31,1605,1339,1080,49.33%,22.45540399,214,953,27.62983126,13.39
2/7/2021 20:36,1605,1336,1080,48.76%,22.35047219,213,953,26.68924083,13.36
2/7/2021 20:41,1605,1336,1080,48.76%,22.2455404,212,953,26.68924083,13.36
2/7/2021 20:46,1605,1336,1080,48.76%,22.1406086,211,953,26.68924083,13.36
2/7/2021 20:51,1605,1334,1080,48.38%,22.03567681,210,953,26.06621876,13.34
2/7/2021 20:56,1605,1334,1080,48.38%,21.93074502,209,953,26.06621876,13.34
2/7/2021 21:01,1605,1336,1080,48.76%,21.82581322,208,953,26.68924083,13.36
2/7/2021 21:03,1605,1336,1080,48.76%,21.72088143,207,953,26.68924083,13.36
2/7/2021 21:06,1605,1335,1080,48.57%,21.61594963,206,953,26.37731686,13.35
2/7/2021 21:11,1605,1333,1080,48.19%,21.51101784,205,953,25.75596021,13.33
2/7/2021 21:16,1605,1332,1080,48.00%,21.40608604,204,953,25.44655489,13.32
2/7/2021 21:21,1605,1334,1080,48.38%,21.30115425,203,953,26.06621876,13.34
2/7/2021 21:26,1605,1333,1080,48.19%,21.19622246,202,953,25.75596021,13.33
2/7/2021 21:27,1605,1333,1080,48.19%,21.09129066,201,953,25.75596021,13.33
2/7/2021 21:31,1605,1329,1080,47.43%,20.98635887,200,953,24.52359503,13.29
2/7/2021 21:36,1605,1331,1080,47.81%,20.88142707,199,953,25.13801646,13.31
2/7/2021 21:41,1605,1333,1080,48.19%,20.77649528,198,953,25.75596021,13.33
2/7/2021 21:43,1605,1333,1080,48.19%,20.67156348,197,953,25.75596021,13.33
2/7/2021 21:46,1605,1331,1080,47.81%,20.56663169,196,953,25.13801646,13.31
2/7/2021 21:51,1605,1330,1080,47.62%,20.4616999,195,953,24.83035862,13.3
2/7/2021 21:56,1605,1328,1080,47.24%,20.3567681,194,953,24.21773936,13.28
2/7/2021 22:00,1605,1328,1080,47.24%,20.25183631,193,953,24.21773936,13.28
2/7/2021 22:01,1605,1330,1080,47.62%,20.14690451,192,953,24.83035862,13.3
2/7/2021 22:06,1605,1328,1080,47.24%,20.04197272,191,953,24.21773936,13.28
2/7/2021 22:11,1605,1328,1080,47.24%,19.93704092,190,953,24.21773936,13.28
2/7/2021 22:15,1605,1328,1080,47.24%,19.83210913,189,953,24.21773936,13.28
2/7/2021 22:16,1605,1328,1080,47.24%,19.72717733,188,953,24.21773936,13.28
2/7/2021 22:21,1605,1327,1080,47.05%,19.62224554,187,953,23.9128053,13.27
2/7/2021 22:26,1605,1327,1080,47.05%,19.51731375,186,953,23.9128053,13.27
2/7/2021 22:31,1605,1328,1080,47.24%,19.41238195,185,953,24.21773936,13.28
2/7/2021 22:36,1605,1326,1080,46.86%,19.30745016,184,953,23.60880651,13.26
2/7/2021 22:41,1605,1327,1080,47.05%,19.20251836,183,953,23.9128053,13.27
2/7/2021 22:46,1605,1325,1080,46.67%,19.09758657,182,953,23.30575668,13.25
2/7/2021 22:51,1605,1326,1080,46.86%,18.99265477,181,953,23.60880651,13.26
2/7/2021 22:56,1605,1324,1080,46.48%,18.88772298,180,953,23.00366947,13.24
2/7/2021 23:01,1605,1325,1080,46.67%,18.78279119,179,953,23.30575668,13.25
2/7/2021 23:06,1605,1323,1080,46.29%,18.67785939,178,953,22.70255857,13.23
2/7/2021 23:09,1605,1323,1080,46.29%,18.5729276,177,953,22.70255857,13.23
2/7/2021 23:11,1605,1324,1080,46.48%,18.4679958,176,953,23.00366947,13.24
2/7/2021 23:16,1605,1322,1080,46.10%,18.36306401,175,953,22.40243764,13.22
2/7/2021 23:21,1605,1323,1080,46.29%,18.25813221,174,953,22.70255857,13.23
2/7/2021 23:26,1605,1321,1080,45.90%,18.15320042,173,953,22.10332037,13.21
2/7/2021 23:31,1605,1321,1080,45.90%,18.04826863,172,953,22.10332037,13.21
2/7/2021 23:36,1605,1321,1080,45.90%,17.94333683,171,953,22.10332037,13.21
2/7/2021 23:41,1605,1322,1080,46.10%,17.83840504,170,953,22.40243764,13.22
2/7/2021 23:46,1605,1320,1080,45.71%,17.73347324,169,953,21.80522043,13.2
2/7/2021 23:51,1605,1321,1080,45.90%,17.62854145,168,953,22.10332037,13.21
2/7/2021 23:56,1605,1319,1080,45.52%,17.52360965,167,953,21.50815149,13.19
2/8/2021 0:01,1605,1319,1080,45.52%,17.41867786,166,953,21.50815149,13.19
2/8/2021 0:06,1605,1318,1080,45.33%,17.31374607,165,953,21.21212723,13.18
2/8/2021 0:11,1605,1317,1080,45.14%,17.20881427,164,953,20.91716132,13.17
2/8/2021 0:16,1605,1317,1080,45.14%,17.10388248,163,953,20.91716132,13.17
2/8/2021 0:21,1605,1315,1080,44.76%,16.99895068,162,953,20.33045927,13.15
2/8/2021 0:26,1605,1314,1080,44.57%,16.89401889,161,953,20.03875048,13.14
2/8/2021 0:31,1605,1315,1080,44.76%,16.78908709,160,953,20.33045927,13.15
2/8/2021 0:36,1605,1316,1080,44.95%,16.6841553,159,953,20.62326744,13.16
2/8/2021 0:41,1605,1315,1080,44.76%,16.5792235,158,953,20.33045927,13.15
2/8/2021 0:46,1605,1313,1080,44.38%,16.47429171,157,953,19.74815474,13.13
2/8/2021 0:51,1605,1313,1080,44.38%,16.36935992,156,953,19.74815474,13.13
2/8/2021 0:56,1605,1311,1080,44.00%,16.26442812,155,953,19.17035713,13.11
2/8/2021 1:01,1605,1312,1080,44.19%,16.15949633,154,953,19.45868573,13.12
2/8/2021 1:06,1605,1310,1080,43.81%,16.05456453,153,953,18.8831826,13.1
